CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
1611506090435,0607800,00749,Active,Alameda,Castro Valley Unified,Proctor Elementary,17520 Redwood Road,17520 Redwood Rd.,Castro Valley,94546-1434,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-0630,No Data,(510) 537-6752,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.716742,-122.07366,Darlene,Martin,07/14/2025,N
1611506090443,0607800,No Data,Closed,Alameda,Castro Valley Unified,Redwood Elementary,19722 Center Street,19722 Center St.,Castro Valley,94546,CA,19722 Center Street,19722 Center St.,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611506090450,0607800,No Data,Closed,Alameda,Castro Valley Unified,Redwood Primary,4208 James Avenue,4208 James Ave.,Castro Valley,94546,CA,4208 James Avenue,4208 James Ave.,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611506090468,0607800,09525,Active,Alameda,Castro Valley Unified,Stanton Elementary,2644 Somerset Avenue,2644 Somerset Ave.,Castro Valley,94546-4016,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 727-9192,No Data,(510) 247-9610,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.699908,-122.09352,Gina,Faria,02/09/2023,N
1611506090476,0607800,No Data,Closed,Alameda,Castro Valley Unified,Sydney Elementary,2755 Sydney Way,2755 Sydney Way,Castro Valley,94546,CA,2755 Sydney Way,2755 Sydney Way,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611506090484,0607800,00752,Active,Alameda,Castro Valley Unified,Vannoy Elementary,5100 Vannoy,5100 Vannoy,Castro Valley,94546-0146,CA,PO Box 2146,PO Box 2146,Castro Valley,94546-0146,CA,(510) 537-1832,No Data,(510) 582-8599,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.706636,-122.05868,Soraya,Villasenor,07/26/2024,Y
1611506097653,0607800,00740,Active,Alameda,Castro Valley Unified,Canyon Middle,19600 Cull Canyon Road,19600 Cull Canyon Rd.,Castro Valley,94552-3715,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 538-8833,No Data,(510) 247-9439,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.705772,-122.05426,Steven,Hendee,07/26/2024,N
1611506113005,0607800,04339,Active,Alameda,Castro Valley Unified,Jensen Ranch Elementary,20001 Carson Lane,20001 Carson Ln.,Castro Valley,94552-1001,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-6365,No Data,(510) 728-9853,No Data,09/01/1995,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.713125,-122.03122,Lisa,MacLean,02/09/2023,N
1611680000000,0612630,No Data,Active,Alameda,Emery Unified,No Data,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,(510) 601-4906,No Data,(510) 601-4906,www.emeryusd.k12.ca.us,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,37.836319,-122.28185,Quiauna,Scott,03/23/2022,No Data
1611680119933,0612630,13526,Active,Alameda,Emery Unified,Emeryville Preschool Students,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-2132,CA,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-2132,CA,(510) 601-4000,No Data,(510) 601-4913,www.emeryusd.k12.ca.us,06/30/2009,No Data,N,No Data,No Data,54,Unified School District,08,Preschool,TRAD,Traditional,ELEM,Elementary,P,K,N,No Data,N,No Data,37.842955,-122.28843,Deanna,Yasaki,04/01/2025,No Data
1611680132746,0612630,01426,Active,Alameda,Emery Unified,Emery Secondary,1100 Steve Dain Drive,1100 Steve Dain Dr.,Emeryville,94608-2908,CA,1100 Steve Dain Drive,1100 Steve Dain Dr.,Emeryville,94608-2908,CA,(510) 601-4998,No Data,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.835405,-122.28270,Kibby,Kleiman,04/02/2025,N
1611680138198,0612630,No Data,Closed,Alameda,Emery Unified,Emery Adult,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,No Data,No Data,No Data,No Data,07/01/1980,02/07/2006,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,A,Adult,Adult,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,02/07/2006,No Data
1611686000517,0612630,No Data,Closed,Alameda,Emery Unified,Ralph Hawley Elementary,1275 61st Street,1275 61st St.,Emeryville,94608,CA,1275 61st Street,1275 61st St.,Emeryville,94608,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611686090492,0612630,01425,Active,Alameda,Emery Unified,Anna Yates Elementary,4727 San Pablo,4727 San Pablo,Emeryville,94608-3643,CA,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3643,CA,(510) 601-4916,No Data,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.836311,-122.28182,Anthony,Animuntu,04/01/2025,N
1611686113450,0612630,05595,Closed,Alameda,Emery Unified,Emery Middle,1275 - 61st Street,1275 - 61st St.,Emeryville,94608,CA,1275 61st Street,1275 61st St.,Emeryville,94608,CA,No Data,No Data,No Data,No Data,07/01/1996,06/17/2003,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),No Data,No Data,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,01/30/2009,No Data
1611760000000,0614400,No Data,Active,Alameda,Fremont Unified,No Data,4210 Technology Drive,4210 Technology Dr.,Fremont,94538-6337,CA,PO Box 5008,PO Box 5008,Fremont,94537-5008,CA,(510) 657-2350,No Data,(510) 659-2597,https://fremontunified.org/,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,37.507800,-121.95443,Zachary,Larsen,02/27/2025,No Data
1611760127233,0614400,13083,Active,Alameda,Fremont Unified,Young Adult Program,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,4210 Technology Drive,4210 Technology Dr.,Fremont,94538,CA,(510) 657-2350,12569,(510) 659-2549,No Data,07/01/2012,No Data,N,No Data,No Data,54,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,HS,High School,9-12,12,N,N,N,No Data,37.538120,-121.99201,Eydie,Dalton-Sausedo,07/09/2025,N
1611760128298,0614400,13675,Active,Alameda,Fremont Unified,Glankler Early Learning Center,39207 Sundale Drive,39207 Sundale Dr.,Fremont,94538-1916,CA,39207 Sundale Drive,39207 Sundale Dr.,Fremont,94538-1916,CA,(510) 651-1190,No Data,(510) 651-4201,https://fremontunified.org/glankler/,07/01/2013,No Data,N,No Data,No Data,54,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,ELEM,Elementary,P,1,N,N,N,No Data,37.540113,-121.98438,Charlene,Sim,06/27/2024,N
1611760130062,0614400,01654,Active,Alameda,Fremont Unified,American High,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,(510) 796-1776,No Data,(510) 791-5331,https://fremontunified.org/american/,07/01/1972,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.563645,-122.01747,Sandhya,Sharma,06/27/2024,N
1611760130138,0614400,01686,Active,Alameda,Fremont Unified,Robertson High (Continuation),4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,(510) 657-9155,No Data,(510) 657-5535,https://fremontunified.org/robertson/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,N,N,No Data,37.518632,-121.96492,Sheila,Jemo,06/27/2025,N
1611760130435,0614400,09369,Active,Alameda,Fremont Unified,Vista Alternative,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,(510) 657-7028,No Data,(510) 657-0733,https://fremontunified.org/robertson/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,7-12,7-12,C,N,N,No Data,37.518632,-121.96492,Sheila,Jemo,06/27/2025,N
1611760130534,0614400,07479,Active,Alameda,Fremont Unified,Circle of Independent Learning,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,(510) 797-0100,No Data,(510) 797-0118,https://www.coilk12.net,09/09/1998,No Data,Y,0152,Locally funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,No Data,37.537962,-121.99206,Teresa,Copenhaver,09/19/2024,N
1611760133108,0614400,13325,Active,Alameda,Fremont Unified,Fremont Adult and Continuing Education,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,(510) 793-6465,No Data,(510) 793-2271,https://www.face.edu/domain/153,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,C,No Data,N,No Data,37.538031,-121.99084,Jacklynn,Sprague,07/09/2025,No Data
1611760134270,0614400,01671,Active,Alameda,Fremont Unified,Irvington High,41800 Blacow Road,41800 Blacow Rd.,Fremont,94538-3353,CA,41800 Blacow Road,41800 Blacow Rd.,Fremont,94538-3353,CA,(510) 656-5711,No Data,(510) 623-9805,https://fremontunified.org/irvington/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,N,No Data,37.522654,-121.96902,David,Martinez,06/29/2026,N
1611760134452,0614400,01672,Active,Alameda,Fremont Unified,John F. Kennedy High,39999 Blacow Road,39999 Blacow Rd.,Fremont,94538-1913,CA,39999 Blacow Road,39999 Blacow Rd.,Fremont,94538-1913,CA,(510) 657-4070,No Data,(510) 438-9287,https://fremontunified.org/kennedy/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.528399,-121.98312,Brannin,Dorsey,06/29/2026,N
1611760135244,0614400,01678,Active,Alameda,Fremont Unified,Mission San Jose High,41717 Palm Avenue,41717 Palm Ave.,Fremont,94539-4799,CA,41717 Palm Avenue,41717 Palm Ave.,Fremont,94539-4799,CA,(510) 657-3600,No Data,(510) 657-2302,https://fremontunified.org/msjhs/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.545040,-121.93193,Amy,Perez,07/17/2023,N
1611760138693,0614400,01692,Active,Alameda,Fremont Unified,Washington High,38442 Fremont Boulevard,38442 Fremont Blvd.,Fremont,94536-6031,CA,38442 Fremont Boulevard,38442 Fremont Blvd.,Fremont,94536-6031,CA,(510) 505-7300,No Data,(510) 794-8437,https://fremontunified.org/washington/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.552082,-121.99484,Robert,Moran,07/05/2023,N
1611760138818,0614400,No Data,Closed,Alameda,Fremont Unified,Williamson High,3400 Eggers Drive,3400 Eggers Dr.,Fremont,94536,CA,3400 Eggers Drive,3400 Eggers Dr.,Fremont,94536,CA,No Data,No Data,No Data,No Data,07/01/1980,01/23/1985,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611760138982,0614400,14601,Active,Alameda,Fremont Unified,Lila Bringhurst Elementary,45051 Wisdom Road,45051 Wisdom Rd.,Fremont,94538,CA,45051 Wisdom Road,45051 Wisdom Rd.,Fremont,94538,CA,(510) 490-1205,No Data,(510) 659-2597,https://fremontunified.org/bringhurst/,08/17/2022,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.498517,-121.95308,Angela,Hsu,07/01/2024,Y
1611760138990,0614400,No Data,Closed,Alameda,Fremont Unified,Carmen R. Meléndez,5203 Curtis Street,5203 Curtis St.,Fremont,94538,CA,5203 Curtis Street,5203 Curtis St.,Fremont,94538,CA,No Data,No Data,No Data,Information Not Available,08/28/2019,08/28/2019,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,No Data,N,N,N,No Data,37.522374,-121.98067,No Data,No Data,08/09/2021,No Data
1611766000533,0614400,No Data,Closed,Alameda,Fremont Unified,Alviso Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94536,CA,3375 Warwick Road,3375 Warwick Rd.,Fremont,94536,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766000541,0614400,01656,Active,Alameda,Fremont Unified,John Blacow Elementary,40404 Sundale Drive,40404 Sundale Dr.,Fremont,94538-3314,CA,40404 Sundale Drive,40404 Sundale Dr.,Fremont,94538-3314,CA,(510) 656-5121,No Data,(510) 651-6933,https://fremontunified.org/blacow/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.527561,-121.97712,Laura,Codicetti,06/27/2025,Y
1611766000558,0614400,01657,Active,Alameda,Fremont Unified,Brier Elementary,39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538-1916,CA,39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538-1916,CA,(510) 657-5020,No Data,(510) 651-4367,https://fremontunified.org/brier/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.539776,-121.98470,Tammy,Pachote,07/05/2023,N
1611766000566,0614400,01659,Active,Alameda,Fremont Unified,Cabrillo Elementary,36700 San Pedro Drive,36700 San Pedro Dr.,Fremont,94536-6406,CA,36700 San Pedro Drive,36700 San Pedro Dr.,Fremont,94536-6406,CA,(510) 792-3232,No Data,(510) 792-0245,https://fremontunified.org/cabrillo/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.550826,-122.02333,Jin,Kim,01/08/2024,N
1611766000574,0614400,No Data,Closed,Alameda,Fremont Unified,Noll (Conrad) Elementary,39600 Sundale Drive,39600 Sundale Dr.,Fremont,94538,CA,39600 Sundale Drive,39600 Sundale Dr.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766000582,0614400,No Data,Closed,Alameda,Fremont Unified,David Reynolds Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538,CA,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766000590,0614400,01666,Active,Alameda,Fremont Unified,E. M. Grimmer Elementary,43030 Newport Drive,43030 Newport Dr.,Fremont,94538-6113,CA,43030 Newport Drive,43030 Newport Dr.,Fremont,94538-6113,CA,(510) 656-1250,No Data,(510) 656-2804,https://fremontunified.org/grimmer/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.519634,-121.95100,Matthew,Kaufman,08/09/2024,N
1611766000608,0614400,No Data,Closed,Alameda,Fremont Unified,Marshall (Earl) Elementary,5301 Curtis Street,5301 Curtis St.,Fremont,94539,CA,5301 Curtis Street,5301 Curtis St.,Fremont,94538,CA,No Data,No Data,No Data,No Data,09/03/1997,08/09/2002,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-1,K-1,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,08/09/2002,No Data
1611766000624,0614400,01663,Active,Alameda,Fremont Unified,Glenmoor Elementary,4620 Mattos Drive,4620 Mattos Dr.,Fremont,94536-6784,CA,4620 Mattos Drive,4620 Mattos Dr.,Fremont,94536-6784,CA,(510) 797-0740,No Data,(510) 797-0203,https://fremontunified.org/glenmoor/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.545703,-122.00487,Brian,Benevides,07/20/2023,N
1611766000632,0614400,No Data,Closed,Alameda,Fremont Unified,Hacienda Elementary,35699 Niles Boulevard,35699 Niles Blvd.,Fremont,94536,CA,35699 Niles Boulevard,35699 Niles Blvd.,Fremont,94536,CA,No Data,No Data,No Data,No Data,07/01/1980,09/26/1984,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766000640,0614400,01665,Active,Alameda,Fremont Unified,Harvey Green Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538-4131,CA,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538-4131,CA,(510) 656-6438,No Data,(510) 656-2833,https://fremontunified.org/green/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.518135,-121.95810,Trisha,Johnson,07/05/2023,N
1611766000665,0614400,01662,Active,Alameda,Fremont Unified,J. Haley Durham Elementary,40292 Leslie Street,40292 Leslie St.,Fremont,94538-3520,CA,40292 Leslie Street,40292 Leslie St.,Fremont,94538-3520,CA,(510) 657-7080,No Data,(510) 656-3092,https://fremontunified.org/durham/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.542078,-121.96689,Michelle,Tibbs,09/29/2025,N
1611766000673,0614400,01673,Active,Alameda,Fremont Unified,James Leitch Elementary,47100 Fernald Street,47100 Fernald St.,Fremont,94539-7005,CA,47100 Fernald Street,47100 Fernald St.,Fremont,94539-7005,CA,(510) 657-6100,No Data,(510) 659-9298,https://fremontunified.org/leitch/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,N,N,No Data,37.486506,-121.92328,Lizaday,Rancap-Perez,07/05/2023,N
1611766000681,0614400,01655,Active,Alameda,Fremont Unified,Joseph Azevada Elementary,39450 Royal Palm Drive,39450 Royal Palm Dr.,Fremont,94538-1843,CA,39450 Royal Palm Drive,39450 Royal Palm Dr.,Fremont,94538-1843,CA,(510) 657-3900,No Data,(510) 657-2749,https://fremontunified.org/azevada/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.530970,-121.99417,Merrill,Grimmer,06/26/2025,N
1611766000707,0614400,No Data,Merged,Alameda,Fremont Unified,Linda Vista Elementary,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538,CA,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,08,Preschool,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766000715,0614400,01674,Active,Alameda,Fremont Unified,Tom Maloney Elementary,38700 Logan Drive,38700 Logan Dr.,Fremont,94536-6899,CA,38700 Logan Drive,38700 Logan Dr.,Fremont,94536-6899,CA,(510) 797-4426,No Data,(510) 797-1972,https://fremontunified.org/maloney/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.545405,-121.99843,Zahra,Pelayo,06/29/2026,N
1611766000723,0614400,01675,Active,Alameda,Fremont Unified,John G. Mattos Elementary,37944 Farwell Drive,37944 Farwell Dr.,Fremont,94536-7008,CA,37944 Farwell Drive,37944 Farwell Dr.,Fremont,94536-7008,CA,(510) 793-1359,No Data,(510) 793-8642,https://fremontunified.org/mattos/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,37.538095,-122.01172,Sherea,Westra,07/05/2023,N
1611766000749,0614400,01679,Active,Alameda,Fremont Unified,Mission Valley Elementary,41700 Denise Street,41700 Denise St.,Fremont,94539-4562,CA,41700 Denise Street,41700 Denise St.,Fremont,94539-4562,CA,(510) 656-2000,No Data,(510) 226-7056,https://fremontunified.org/missionvalley/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.535791,-121.94741,Jaclyn,McClintock,07/20/2023,N
1611766000756,0614400,01680,Active,Alameda,Fremont Unified,Niles Elementary,37141 Second Street,37141 Second St.,Fremont,94536-2835,CA,37141 Second Street,37141 Second St.,Fremont,94536-2835,CA,(510) 793-1141,No Data,(510) 793-3742,https://fremontunified.org/niles/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.577050,-121.98446,Spenser,Peterson,06/29/2026,N
1611766000764,0614400,01668,Active,Alameda,Fremont Unified,O. N. Hirsch Elementary,41399 Chapel Way,41399 Chapel Way,Fremont,94538-4202,CA,41399 Chapel Way,41399 Chapel Way,Fremont,94538-4202,CA,(510) 657-3537,No Data,(510) 657-9574,https://fremontunified.org/hirsch/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.528227,-121.96290,Christina,Arroyo,07/20/2023,N
1611766000780,0614400,No Data,Closed,Alameda,Fremont Unified,Origin L. Mowry Elementary,4700 Calaveras Road,4700 Calaveras Rd.,Fremont,94538,CA,4700 Calaveras Road,4700 Calaveras Rd.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766000798,0614400,01684,Active,Alameda,Fremont Unified,Parkmont Elementary,2601 Parkside Drive,2601 Parkside Dr.,Fremont,94536-5246,CA,2601 Parkside Drive,2601 Parkside Dr.,Fremont,94536-5246,CA,(510) 793-7492,No Data,(510) 793-1476,https://fremontunified.org/parkmont/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.560232,-121.98468,Walter,Lewis,06/27/2024,N
1611766000806,0614400,01685,Active,Alameda,Fremont Unified,Patterson Elementary,35521 Cabrillo Drive,35521 Cabrillo Dr.,Fremont,94536-5499,CA,35521 Cabrillo Drive,35521 Cabrillo Dr.,Fremont,94536-5499,CA,(510) 793-0420,No Data,(510) 793-6581,https://fremontunified.org/patterson/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.562250,-122.03085,Kristin,Dil,07/20/2023,N
1611766000822,0614400,No Data,Closed,Alameda,Fremont Unified,Timothy Rix Elementary,43100 Isle Royal Street,43100 Isle Royal St.,Fremont,94538,CA,43100 Isle Royal Street,43100 Isle Royal St.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
